type=0
parse=1
Decoder=3
timeout=30
playerType=2
ua=http/1.1 okhttp/3.8.1 okhttp/3.15 okhttp/4.12.0 Herissmon/2016 judy/5.2.1 RobYang/5.2.1 Lavf/58.12.100 catvod.com Goiptv/8.8.8 Goiptv/0.0.1 xieanqishiwoerzi/0.0.1 okHttp/Mod-1.0.0 Mozilla/5.0 Mozilla/5.2 Mozilla/5.2 AppleWebKit/537.36 Chrome/108.0.0.0 Safari/537.36 okhttp/5.3.2 okhttp



🚧 0508 Check,#genre#
民視新聞,https://livedata.cloudokyo.cloud/hls/094041f3-7cb6-4dd1-a2e6-de1b1e6c8d29/hls_480p/video.m3u8$官網
民視新聞,https://www.youtube.com/watch?v=ylYJSBUgaMA
民視綜藝,http://106.107.242.201:50007/4gtv-4gtv004/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
民視影劇,http://106.107.242.201:50007/litv-ftv09/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
生命電視,http://61.216.67.119:1935/lifetv/lifetv.stream/manifest.m3u8
全球財經,http://106.107.242.201:50007/4gtv-live060/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
好消息,http://165.154.226.214:50007/of-litv-ftv16/index.m3u8?proxy=true
好消息,http://106.107.242.201:50007/litv-ftv16/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
好消息,http://106.107.242.201:50007/of-litv-ftv16/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
好消息,https://vrvwfasiyxst.ap-southeast-1.clawcloudrun.com/index.m3u8?pid=litv-ftv16&sd=1080&proxy=false
好消息2台,http://165.154.226.214:50007/of-litv-ftv17/index.m3u8?proxy=true
好消息2台,http://106.107.242.201:50007/litv-ftv17/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
好消息2台,http://106.107.242.201:50007/of-litv-ftv17/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
好消息2台,https://vrvwfasiyxst.ap-southeast-1.clawcloudrun.com/index.m3u8?pid=litv-ftv17&sd=1080&proxy=false
好萊塢電影,http://211.23.95.147:18881/live/68_h265.ts
年代MUCH,http://211.23.95.147:18881/live/38_h265.ts
年代新聞,http://211.23.95.147:18881/live/50_h265.ts
車迷 TV,http://106.107.242.201:50007/4gtv-live201/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
亞洲旅遊,http://106.107.242.201:50007/4gtv-4gtv076/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
亞洲旅遊,http://106.107.242.201:50007/of-4gtv-4gtv076/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
亞洲旅遊,https://vrvwfasiyxst.ap-southeast-1.clawcloudrun.com/index.m3u8?pid=4gtv-4gtv076&sd=1080&proxy=false
幸福空間居家,http://106.107.242.201:50007/4gtv-live206/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
東方衛視國際,http://211.23.95.147:18881/live/dtv38_h265.ts
東風衛視,http://211.23.95.147:18881/live/37_h265.ts
東森幼幼,http://211.23.95.147:18881/live/25_h265.ts
東森財經股市,https://www.youtube.com/watch?v=AEBeWMM1atA
東森財經新聞,http://211.23.95.147:18881/live/57_h265.ts
東森財經新聞,http://106.107.242.201:50007/4gtv-4gtv153/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
東森財經新聞,https://www.youtube.com/watch?v=1I2iq41Akmo
東森超視,http://211.23.95.147:18881/live/33_h265.ts
東森超視,rtmp://f13h.mine.nu/sat/tv331
東森超視,rtmp://f13h.mine.nu:1935:1935/sat/tv331
東森超視美洲,http://38.64.72.148:80/hls/modn/list/2013/chunklist0.m3u8
東森超視美洲,http://38.64.72.148:80/hls/modn/list/2013/chunklist1.m3u8
東森新聞,http://211.23.95.147:18881/live/51_h265.ts
東森新聞,http://106.107.242.201:50007/4gtv-4gtv152/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
東森新聞,https://www.youtube.com/watch?v=V1p33hqPrUk
東森綜合,http://211.23.95.147:18881/live/32_h265.ts
東森綜合2台,https://www.youtube.com/watch?v=cimbpAZUjzw
東森戲劇,http://211.23.95.147:18881/live/40_h265.ts
東森購物一台,http://106.107.242.201:50007/4gtv-live047/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
東森購物一台,http://106.107.242.201:50007/of-4gtv-4gtv102/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
東森購物一台,https://vrvwfasiyxst.ap-southeast-1.clawcloudrun.com/index.m3u8?pid=4gtv-4gtv102&sd=1080&proxy=false
東森購物二台,http://106.107.242.201:50007/4gtv-live046/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
東森購物二台,http://106.107.242.201:50007/of-4gtv-4gtv103/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
東森購物二台,https://vrvwfasiyxst.ap-southeast-1.clawcloudrun.com/index.m3u8?pid=4gtv-4gtv103&sd=1080&proxy=false
東森購物三台,http://106.107.242.201:50007/4gtv-live048/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
東森購物五台,http://106.107.242.201:50007/4gtv-live049/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
邵氏武俠,http://feilong123.vip/409990236/tv.php?id=sswx
邵氏動作,http://feilong123.vip/409990236/tv.php?id=ssdz
邵氏喜劇,http://feilong123.vip/409990236/tv.php?id=ssxj
邵氏電影,http://feilong123.vip/409990236/tv.php?id=ssdy
采昌影劇,http://106.107.242.201:50007/4gtv-4gtv049/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
金光布袋戲,http://106.107.242.201:50007/4gtv-live144/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
非凡財經,https://www.youtube.com/watch?v=eA6Aczd3FZM
非凡商業,http://211.23.95.147:18881/live/89_h265.ts
非凡新聞,http://211.23.95.147:18881/live/58_h265.ts
非凡新聞,rtmp://f13h.mine.nu/sat/tv581
非凡新聞,rtmp://f13h.mine.nu:1935/sat/tv581
客家電視,http://211.23.95.147:18881/live/dtv12_h265.ts
客家電視,http://106.107.242.201:50007/4gtv-4gtv043/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
倪珍英語新聞,https://www.youtube.com/watch?v=vuZD1ShuQeU
倪珍報氣象,https://www.youtube.com/watch?v=Tf3mktyg6bU
倪珍播新聞,http://106.107.242.201:50007/nnews-zh/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
倪珍播新聞,https://vrvwfasiyxst.ap-southeast-1.clawcloudrun.com/index.m3u8?pid=nnews-zh&sd=1080&proxy=false
倪珍播新聞,https://www.youtube.com/watch?v=RRybv1kEnCU
原住民族電視,http://106.107.242.201:50007/4gtv-live014/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
原住民電視,http://211.23.95.147:18881/live/dtv13_h265.ts
時尚運動X,http://106.107.242.201:50007/4gtv-4gtv014/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
時尚運動X,http://106.107.242.201:50007/4gtv-live411/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
動物星球,http://211.23.95.147:18881/live/22_h265.ts
國會頻道1,http://106.107.242.201:50007/4gtv-4gtv084/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
國會頻道1,http://106.107.242.201:50007/of-4gtv-4gtv084/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
國會頻道1,http://61.58.60.230:9319/live/123.m3u8
國會頻道1,https://vrvwfasiyxst.ap-southeast-1.clawcloudrun.com/index.m3u8?pid=4gtv-4gtv084&sd=1080&proxy=false
國會頻道2,http://211.23.95.147:18881/live/dtv22_h265.ts
國會頻道2,http://106.107.242.201:50007/4gtv-4gtv085/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
國會頻道2,http://106.107.242.201:50007/of-4gtv-4gtv085/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
國會頻道2,http://61.58.60.230:9319/live/124.m3u8
國會頻道2,https://vrvwfasiyxst.ap-southeast-1.clawcloudrun.com/index.m3u8?pid=4gtv-4gtv085&sd=1080&proxy=false
國興衛視,http://211.23.114.106:8523/http/60.251.39.91:8081/hls/64/806/ch15.m3u8
國興衛視,http://211.23.95.147:18881/live/78_h265.ts
第1商業,http://106.107.242.201:50007/4gtv-4gtv104/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
第1商業,https://vrvwfasiyxst.ap-southeast-1.clawcloudrun.com/index.m3u8?pid=4gtv-4gtv104&sd=1080&proxy=false
壹新聞,http://211.23.95.147:18881/live/49_h265.ts
壹電影,http://211.23.95.147:18881/live/102_h265.ts
壹綜合,http://211.23.95.147:18881/live/104_h265.ts
智林體育,http://106.107.242.201:50007/4gtv-4gtv101/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
華視,http://211.23.95.147:18881/live/dtv18_h265.ts
華視,http://211.72.174.95:8114/0.ts$原生解碼最佳
華視,http://106.107.242.201:50007/4gtv-4gtv041/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
華視,http://106.107.242.201:50007/of-4gtv-4gtv041/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
華視,http://74.91.26.218:82/live/cts.m3u8
華視,https://vrvwfasiyxst.ap-southeast-1.clawcloudrun.com/index.m3u8?pid=4gtv-4gtv041&sd=1080&proxy=false
華視,rtmp://f13h.mine.nu/sat/tv111
華視,rtmp://f13h.mine.nu:1935/sat/tv111
華視教育體育文化,http://211.23.95.147:18881/live/dtv19_h265.ts
華視教育體育文化,http://74.91.26.218:82/live/ctsjy.m3u8
華視新聞,http://211.23.95.147:18881/live/dtv20_h265.ts
華視新聞,http://106.107.242.201:50007/4gtv-4gtv052/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
華視新聞,http://106.107.242.201:50007/4gtv-live452/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
華視新聞,http://106.107.242.201:50007/of-4gtv-4gtv052/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
華視新聞,http://74.91.26.218:82/live/ctsnews.m3u8
華視新聞,https://vrvwfasiyxst.ap-southeast-1.clawcloudrun.com/index.m3u8?pid=4gtv-4gtv052&sd=1080&proxy=false
華視新聞,https://www.youtube.com/watch?v=wM0g8EoUZ_E
華數電影,http://hmfs.f3322.net:3388/hls/40/index.m3u8
華數電影,http://hmfs.f3322.net:3388/hls/40/index.m3u8
視納華仁紀實,http://106.107.242.201:50007/4gtv-4gtv013/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
愛奇藝,https://o11.163189.xyz/stream/live/iqiyi/
愛奇藝,https://o11.163189.xyz/stream/live/iqiyi/
新唐人亞太,http://106.107.242.201:50007/4gtv-live050/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
新唐人亞太,https://ntd02.akamaized.net/HD-NY/tracks-v3a1/mono.m3u8
新唐人亞太,https://www.youtube.com/watch?v=Bhp_V7H5QoY
新視覺,http://221.7.49.226:50085/tsfile/live/0016_2.m3u8?key=txiptv&playlive=1&authid=0
經典卡通,http://106.107.242.201:50007/4gtv-live022/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
經典電影,http://106.107.242.201:50007/4gtv-live021/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
達文西頻道,http://106.107.242.201:50007/4gtv-4gtv018/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
靖天日本,http://106.107.242.201:50007/4gtv-4gtv047/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
靖天卡通,http://106.107.242.201:50007/4gtv-4gtv044/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
靖天育樂,http://106.107.242.201:50007/4gtv-4gtv062/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
靖天映畫,http://106.107.242.201:50007/4gtv-4gtv055/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
靖天國際,http://106.107.242.201:50007/4gtv-4gtv063/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
靖天資訊,http://106.107.242.201:50007/4gtv-4gtv065/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
靖天電影,http://106.107.242.201:50007/4gtv-4gtv061/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
靖天綜合,http://106.107.242.201:50007/4gtv-4gtv046/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
靖天戲劇,http://106.107.242.201:50007/4gtv-4gtv058/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
靖天歡樂台http://106.107.242.201:50007/4gtv-4gtv054/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
靖洋卡通,http://106.107.242.201:50007/4gtv-4gtv057/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
靖洋戲劇,http://106.107.242.201:50007/4gtv-4gtv045/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
滾動力 Rollor,http://106.107.242.201:50007/4gtv-live012/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
精選動漫台,http://106.107.242.201:50007/4gtv-live024/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
鳳凰衛視,https://www.youtube.com/watch?v=fN9uYWCjQaw
影迷紀實,http://106.107.242.201:50007/litv-ftv15/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
影迷數位電影,http://106.107.242.201:50007/4gtv-4gtv011/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
緯來日本,http://211.23.95.147:18881/live/77_h265.ts
緯來日本,rtmp://f13h.mine.nu/sat/tv771
緯來日本,rtmp://f13h.mine.nu:1935/sat/tv771
緯來育樂,http://211.23.95.147:18881/live/70_h265.ts
緯來育樂,rtmp://f13h.mine.nu/sat/tv701
緯來電影,http://211.23.95.147:18881/live/63_h265.ts
緯來精采,http://61.221.215.25:8800/hls/48/index.m3u8
緯來綜合,http://211.23.95.147:18881/live/26_h265.ts
緯來戲劇,http://211.23.95.147:18881/live/43_h265.ts
緯來體育,http://211.23.95.147:18881/live/72_h265.ts
緯來體育,rtmp://f13h.mine.nu/sat/tv721
豬哥亮歌廳秀,http://106.107.242.201:50007/4gtv-4gtv006/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
寰宇財經,http://106.107.242.201:50007/of-4gtv-4gtv158/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
寰宇財經,https://vrvwfasiyxst.ap-southeast-1.clawcloudrun.com/index.m3u8?pid=4gtv-4gtv158&sd=1080&proxy=false
寰宇財經,https://www.youtube.com/watch?v=yAUQQ0DhPxI
寰宇新聞,http://106.107.242.201:50007/4gtv-live408/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
寰宇新聞,http://106.107.242.201:50007/litv-longturn14/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
寰宇新聞,http://106.107.242.201:50007/of-litv-longturn14/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
寰宇新聞,https://vrvwfasiyxst.ap-southeast-1.clawcloudrun.com/index.m3u8?pid=litv-longturn14&sd=1080&proxy=false
寰宇新聞,https://www.youtube.com/watch?v=6IquAgfvYmc
寰宇新聞台灣,http://106.107.242.201:50007/4gtv-4gtv156/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
寰宇新聞台灣,http://106.107.242.201:50007/of-4gtv-4gtv156/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
寰宇新聞台灣,https://vrvwfasiyxst.ap-southeast-1.clawcloudrun.com/index.m3u8?pid=4gtv-4gtv156&sd=1080&proxy=false
寰宇新聞台灣,https://www.youtube.com/watch?v=w87VGpgd90U
歷史頻道,http://106.107.242.201:50007/4gtv-live026/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
龍華日韓,http://106.107.242.201:50007/litv-xinchuang11/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
龍華日韓,http://cdn8.163189.xyz/163189/lhrh
龍華卡通,http://106.107.242.201:50007/litv-xinchuang01/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
龍華洋片,http://106.107.242.201:50007/litv-xinchuang02/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
龍華偶像,http://106.107.242.201:50007/litv-xinchuang12/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
龍華偶像,http://cdn8.163189.xyz/163189/lhox
龍華經典,http://106.107.242.201:50007/litv-xinchuang21/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
龍華經典,http://cdn8.163189.xyz/163189/lhjd
龍華電影,http://106.107.242.201:50007/litv-xinchuang03/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
龍華電影,http://cdn8.163189.xyz/163189/lhdy
龍華戲劇,http://106.107.242.201:50007/litv-xinchuang18/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
龍華戲劇,http://cdn8.163189.xyz/163189/lhxj
韓國娛樂,http://211.23.95.147:18881/live/31_h265.ts
韓國娛樂,http://106.107.242.201:50007/4gtv-4gtv016/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
鏡新聞,http://211.23.95.147:18881/live/86_h265.ts
鏡新聞,http://106.107.242.201:50007/4gtv-4gtv075/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
鏡新聞,https://d36dgdk71xuzzg.cloudfront.net/v1/manifest/3a2ac8e6b6c76471996ebf627393d9c9417a60b6/linetv-6-627778910172-MediaTailor-production/c9b2313d-efdd-4777-9fae-573be8a86755/0.m3u8
鏡新聞,https://www.youtube.com/watch?v=5n0y6b0Q25o





🌎 新聞時事News,#genre#


TVBS News,https://www.youtube.com/watch?v=m_dhMSvUCIc
TVBS新聞,http://211.23.95.147:18881/live/55_h265.ts
TVBS新聞,https://live.catvod.com/?id=L2xyL2RMUU9uUG03ak5TV1FjbmJWcmZPVkNzSVZDZWw2aUlNZE4waHxjZD0yMzZjZDZlOSZjbj0wN2JjZmNjZCZjcD02OWI3ZjVkNyZjdT00YjZhNTk2ZiZycD1uTFE0ZFBGTmpMcFdqTFRPZF8&tk=6759a8f65e7035b71b11e5478c66f764
TVBS新聞,http://211.23.95.147:18881/live/55_h265.ts
TVBS新聞,https://iptv.judy.edu.kg/live/encrypted/ODc1ZDAzNjYzODA4M2U5YzJhNjM3N2Q2OTQzYWFjNGU6ZDFiZmY0MzMwY2M2ZDkyOWI1YzVjYmVjZGQ0ZDI2ZDcxMzdmYWQ0ZjZlNjc4NDQ3ODU2OGI1ZDNlOWMxNzFiZWE0MGE3MmRlNGZjODJjMTdkMzVjZTRjMjIwOTRiMDE1ZjA4OTQ4YzQ4MDI2NjY3MjYzM2MwZTBlODY0ZmJhMDMxNGRhODI2YzY1ZDNjNzg0MjI4MmM3M2IxMDM0ZjM4ZDRjZGZkMWUzOTFjYTgwOTA1NGU2NTRlNmZjZTU2ZTBkOGRmOTc5ZTcwOGQyM2YyZDZhOWIwN2QxZjQ4YmRmODQ3MWE5MWY5ZjA5ODY4NzRkNTgzYzg0NjFkYTFmYjQwNWVhN2M1YjA1ZTkzOGUyNTMyYmI0MDU2OTA3ZmQwNDdlY2VkM2ZlYTJiNjgwMzI5ZjBkZTZiZjVlMjNjYmRhYTZmZDIyZGNkNjc1ZTM3YWQ2NDgzMTQyZjM0NTgwYzcxYWQ2M2EwMzQ0NzVjYWFiYTQ5MjUzYjBkZWRhMGI5NTYx?username=tg_0ypy6s61
TVBS新聞,https://cdn-2.ttvb.eu.org/4gtv/media-live073/index.m3u8
三立iNEWS,https://www.youtube.com/watch?v=pF507BLtbqU
三立iNEWS,http://106.107.242.201:50007/4gtv-live089/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
三立iNEWS,http://106.107.242.201:50007/iNEWS/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
三立iNEWS,https://vrvwfasiyxst.ap-southeast-1.clawcloudrun.com/index.m3u8?pid=iNEWS&sd=1080&proxy=false
三立新聞,https://www.youtube.com/watch?v=QsGswQvRmtU
三立新聞,http://211.23.95.147:18881/live/54_h265.ts
中天新聞,https://www.youtube.com/watch?v=vr3XyVCR4T0
中天新聞,http://106.107.242.201:50007/4gtv-4gtv009/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
中天新聞,http://106.107.242.201:50007/4gtv-live409/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
中天新聞,http://106.107.242.201:50007/of-4gtv-4gtv009/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
中天新聞,https://vrvwfasiyxst.ap-southeast-1.clawcloudrun.com/index.m3u8?pid=4gtv-4gtv009&sd=1080&proxy=false
中視新聞,https://www.youtube.com/watch?v=TCnaIE_SAtM
中視新聞,http://211.23.95.147:18881/live/dtv2_h265.ts
中視新聞,http://106.107.242.201:50007/4gtv-4gtv074/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
中視新聞,http://106.107.242.201:50007/4gtv-live474/index.m3u8?token=zbKLB9o6aG4RtRozteaOt3g6IVoVkJXrj8TTxhMf4u02pvZPiANcQ6bYiGhWW2zJ
